Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
8312443577,"Dec 12, 2022, 8:07:23 PM",Afternoon Walk,Walk,,950,1.66,106.0,1,false,,,activities/8912026998.fit.gz,,,950.0,893.0,1668.7,19.138,1.869,50.0,24.0,368.4,404.6,23.5,1.7,,,79.0,49.0,,87.0,,,56.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.757,0.0,,,,,,,,,,,,,,,,,""
8312443708,"Dec 13, 2022, 11:10:09 AM",Morning Walk,Walk,,6,0,69.0,0,false,,,activities/8912027140.fit.gz,,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,390.8,391.2,0.0,0.0,,,,,,68.0,,,,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
8312443795,"Dec 27, 2022, 10:28:27 PM",Afternoon Run,Run,,535,1.06,167.0,6,false,,,activities/8912027226.fit.gz,,,535.0,530.0,1065.6,2.915,2.011,0.0,,,,0.0,0.0,,,86.0,75.0,,132.0,,,75.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.992,0.0,,,,,,,,,,,,,,,,,""
8312443976,"Dec 29, 2022, 12:49:58 PM",Morning Run,Run,,850,1.26,139.0,3,false,,,activities/8912027454.fit.gz,,,850.0,850.0,1261.7,2.812,1.484,3.0,5.0,390.8,395.6,3.1,-0.2,,,86.0,69.0,,118.0,,,98.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,1259.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.484,0.0,,,,,,,,,,,,,,,,,""
8312444539,"Dec 9, 2022, 12:06:03 PM",Morning Run,Run,,5,0.00,102.0,0,false,,,activities/8912028146.fit.gz,,,5.0,4.0,5.9,1.19,1.483,0.0,0.0,393.6,394.2,8.4,6.7,,,,,,101.0,,,1.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.186,0.0,,,,,,,,,,,,,,,,,""
8466643496,"Dec 30, 2022, 11:13:46 PM",Evening Yoga,Yoga,,4437,0,125.0,10,false,,,activities/9084188874.fit.gz,,,4437.0,4437.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,95.0,,,234.0,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
8466644642,"Jan 2, 2023, 2:33:01 PM",Morning Yoga,Yoga,,3512,0,117.0,6,false,,,activities/9084190193.fit.gz,,,3512.0,3512.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,86.0,,,145.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
8661578250,"Jan 6, 2023, 1:31:16 AM",Evening Run,Run,,4,0,91.0,0,false,,,activities/9297800266.fit.gz,,,4.0,3.0,0.0,0.0,0.0,0.0,0.0,384.2,384.4,0.0,0.0,,,,,,90.0,,,,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
8661578428,"Jan 6, 2023, 1:32:00 AM",Evening Run,Run,,2963,3.06,165.0,19,false,,,activities/9297800430.fit.gz,,,2963.0,2963.0,3067.3,3.46,1.035,0.0,,,,0.0,0.0,,,105.0,69.0,,123.0,,,311.0,,,19.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.035,0.0,,,,4560.0,,,,,,,,,,,,,""
8661578544,"Jan 4, 2023, 12:15:35 PM",Morning Yoga,Yoga,,43036,0,116.0,60,false,,,activities/9297800457.fit.gz,,,43036.0,43036.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,74.0,,,1126.0,,,60.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
8661578571,"Jan 11, 2023, 2:40:55 AM",Night Run,Run,,1196,1.60,150.0,5,false,,,activities/9297800580.fit.gz,,,1196.0,1196.0,1608.9,2.71,1.345,0.0,,,,0.0,0.0,,,86.0,67.0,,123.0,,,149.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.345,0.0,,,,2554.0,,,,,,,,,,,,,""
8661579105,"Jan 14, 2023, 4:10:06 PM",Lunch Yoga,Yoga,,6302,0,136.0,15,false,,,activities/9297801111.fit.gz,,,6302.0,6302.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,98.0,,,358.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
8661579205,"Feb 5, 2023, 1:05:28 AM",Evening Run,Run,,1818,1.86,158.0,9,false,,,activities/9297801239.fit.gz,,,1818.0,1818.0,1860.7,2.663,1.023,0.0,,,,0.0,0.0,,,115.0,68.0,,120.0,,,195.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.023,0.0,,,,2916.0,,,,,,,,,,,,,""
8661579267,"Feb 6, 2023, 10:55:21 PM",Afternoon Run,Run,,299,0.44,121.0,0,false,,,activities/9297801313.fit.gz,,,299.0,226.0,440.9,3.433,1.951,2.0,4.0,398.8,401.6,4.9,-0.4,,,80.0,75.0,,109.0,,,27.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,441.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.475,0.0,,,,560.0,,,,,,,,,,,,,""
8661579821,"Feb 20, 2023, 9:47:14 PM",Afternoon Ride,Ride,,4938,7.77,132.0,7,false,,,activities/9297801888.fit.gz,,,4938.0,2667.0,7777.7,8.45,2.916,89.0,83.0,424.0,457.8,21.7,0.1,,,,,,103.0,,,219.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.575,0.0,,,,,,,,,,,,,,,,,""
8822608655,"Mar 6, 2023, 8:10:49 PM",Afternoon Run,Run,,1390,2.31,148.0,6,false,,,activities/9467472993.fit.gz,,,1390.0,1320.0,2318.0,3.27,1.756,32.0,101.0,328.6,348.0,10.0,0.1,,,113.0,66.0,,126.0,,,162.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,2384.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.668,0.0,,,,2916.0,,,,,,,,,,,,,""
8822608864,"Mar 11, 2023, 11:46:41 PM",Evening Run,Run,,1060,1.76,150.0,4,false,,,activities/9467473234.fit.gz,,,1060.0,962.0,1761.1,4.338,1.831,20.0,80.0,340.4,351.0,11.1,0.0,,,83.0,72.0,,122.0,,,119.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,1800.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.661,0.0,,,,2448.0,,,,,,,,,,,,,""
8822609079,"Mar 20, 2023, 11:22:02 PM",Evening Run,Run,,1078,1.62,144.0,4,false,,,activities/9467473474.fit.gz,,,1078.0,1020.0,1619.5,3.121,1.588,18.0,14.0,258.4,268.2,11.6,0.2,,,82.0,66.0,,125.0,,,116.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,1658.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.502,0.0,,,,2340.0,,,,,,,,,,,,,""
8822609341,"Mar 27, 2023, 4:24:44 PM",Lunch Run,Run,,1688,3.01,157.0,15,false,,,activities/9467473744.fit.gz,,,1688.0,1677.0,3016.9,3.592,1.799,23.0,13.0,255.4,275.2,13.6,0.4,,,113.0,71.0,,134.0,,,234.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,3077.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.787,0.0,,,,3926.0,,,,,,,,,,,,,""
9038837747,"Apr 7, 2023, 1:29:14 PM",Morning Run,Run,,1358,1.96,145.0,4,false,,,activities/9697160438.fit.gz,,,1358.0,1261.0,1965.8,2.47,1.559,29.0,31.0,255.0,270.0,30.9,-0.1,,,115.0,67.0,,122.0,,,137.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,2035.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.448,0.0,,,,2912.0,,,,,,,,,,,,,""
9038838607,"Apr 10, 2023, 11:48:41 PM",Evening Run,Run,,1186,1.76,144.0,3,false,,,activities/9697161302.fit.gz,,,1186.0,1079.0,1768.2,3.301,1.639,26.0,27.0,266.4,281.2,32.7,0.1,,,82.0,64.0,,116.0,,,119.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,1824.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.491,0.0,,,,2386.0,,,,,,,,,,,,,""
9038839293,"Apr 23, 2023, 2:36:32 PM",Morning Run,Run,,794,1.22,139.0,2,false,,,activities/9697162145.fit.gz,,,794.0,747.0,1226.2,2.523,1.641,15.0,14.0,241.0,249.2,9.9,0.1,,,81.0,73.0,,125.0,,,96.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,1253.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.544,0.0,,,,1864.0,,,,,,,,,,,,,""
9038839932,"Apr 24, 2023, 11:19:40 PM",Evening Run,Run,,889,1.52,142.0,3,false,,,activities/9697162797.fit.gz,,,889.0,811.0,1524.0,3.206,1.879,15.0,14.0,257.8,268.8,22.6,0.0,,,90.0,75.0,,126.0,,,104.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,1561.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.714,0.0,,,,2098.0,,,,,,,,,,,,,""
9038840039,"Apr 25, 2023, 2:28:11 AM",Night Run,Run,,7,0,60.0,0,false,,,activities/9697162819.fit.gz,,,7.0,7.0,0.0,0.0,0.0,0.0,0.0,274.2,274.4,0.0,0.0,,,,,,58.0,,,,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
9094636677,"May 18, 2023, 1:27:03 PM",Bike To Work,Ride,,4850,9.21,,,true,,,activities/9094636677.gpx,,,4850.0,2664.0,9217.4,7.92,3.46,86.5,94.4,266.1,316.5,15.7,-0.1,,,,,,,,,,,,,,,,,,4.0,,,,,0.0,29.0,1.0,,1.0,,1684414848.0,3.0,19.3,19.9,16.8,0.86,1014.8,3.4,7.3,90.0,0.0,1684406016.0,1684456448.0,0.0,,,0.85,5.0,0.92,12180.7,2.0,,,,,0.0,1.9,276.3,,,,,,,,,,,,,,,,,media/065C7991-2687-4DE2-8C9E-F6D586EF8AAE.jpg|media/13550737-B4DD-4A90-B5D5-DA276BB74F83.mp4|media/1EED3ED2-F908-420F-92FD-89388F2EBF77.mp4|media/BCC5B787-DE3F-4C0D-86E0-953C6D96D4CC.mp4|media/9AEA3ACE-5C1A-4621-BF47-6F09A777D5D7.mp4|media/23B466A1-4A27-4C13-A772-A7CA26A787B2.mp4|media/71AEF5E6-141A-4EEF-A826-CEB4A8DF2316.mp4|media/ACC79C73-9A85-4855-8339-0A8C0E98F44E.mp4|media/2735ED38-5231-4F60-8123-8C6BF87553F0.mp4|media/B13C9ED9-0AED-44FA-B53B-C762E4A09EE3.jpg|media/C2190F92-3096-4D4A-A1C0-98A613C0D532.mp4|media/E97DF37D-4170-4574-A49C-AC6BCBE8D606.mp4|media/110CF2DE-3C85-470D-A8C4-10920766C51F.mp4|media/9D57CD67-6551-4C24-BB2E-49DAD43CCE8C.mp4|media/45908FE9-BCB6-4DDC-AD0B-22B5509D6D39.jpg|media/9DB6AF9C-C21C-4831-A378-169A55D1CF96.mp4|media/4FF3BBE4-D630-4870-AF11-4A87B5972778.mp4|media/B49E5BB5-1E3E-4476-B615-249414709182.mp4|media/3E4951F5-CB92-43E5-8528-56AF64D32C7C.mp4|media/E97B1EFE-6AD8-46CC-804D-09F89EE79E7F.mp4|media/48A95166-BD62-4924-B544-56464C9981BC.mp4|media/CCDE6EFD-AD90-4BB0-A035-10EC90B60991.mp4|media/AADAD94A-F8E1-4BD3-AABB-B303094F57B7.mp4|media/1E631B7F-58C8-4829-9BA8-A3871B90E6E0.jpg
9094642170,"May 17, 2023, 11:02:51 AM",Morning Yoga,Yoga,,1255,0,105.0,2,false,,,activities/9756284809.fit.gz,,,1255.0,1255.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,86.0,,,61.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
9094644538,"May 18, 2023, 1:25:20 PM",Morning Ride,Ride,,4332,8.95,149.0,11,false,,,activities/9756287057.fit.gz,,,4332.0,2755.0,8954.1,8.51,3.25,92.0,101.0,188.6,287.8,17.0,0.7,,,,,,113.0,,,357.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,,1684414848.0,3.0,19.3,19.9,16.8,0.86,1014.8,3.4,7.3,90.0,0.0,1684406016.0,1684456448.0,0.0,,,0.85,5.0,0.92,12180.7,2.0,,,,,0.0,2.067,16.5,,,,,,,,,,,,,,,,,""
9138183722,"May 25, 2023, 1:45:44 PM",Morning Ride,Ride,,2535,7.38,,,false,,,activities/9138183722.gpx,,,2535.0,1956.0,7388.2,8.31,3.777,78.8,68.9,266.1,316.5,23.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,1685019648.0,1.0,17.7,17.2,10.6,0.63,1015.5,2.6,6.3,50.0,0.0,1685010688.0,1685061504.0,0.125,,,0.0,1.0,0.02,26466.3,2.0,,,,,0.0,2.914,281.6,,,,,,,,,,,,,,,,,""
9189021457,"May 24, 2023, 10:57:44 AM",Morning Yoga,Yoga,,823,0,86.0,1,false,,,activities/9858776992.fit.gz,,,823.0,823.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,73.0,,,26.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
9189022815,"May 25, 2023, 1:44:17 PM",Morning Ride,Ride,,2639,6.63,153.0,8,false,,,activities/9858778375.fit.gz,,,2639.0,1895.0,6634.9,8.096,3.501,68.0,67.0,192.4,241.8,33.0,0.1,,,,,,119.0,,,241.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,1685019648.0,1.0,17.7,17.2,10.6,0.63,1015.5,2.6,6.3,50.0,0.0,1685010688.0,1685061504.0,0.125,,,0.0,1.0,0.02,26466.3,2.0,,,,,0.0,2.514,297.6,,,,,,,,,,,,,,,,,""
9189024432,"Jun 2, 2023, 12:19:42 PM",Morning Ride,Ride,,3222,7.22,137.0,9,false,,,activities/9858780158.fit.gz,,,3222.0,2975.0,7222.1,10.445,2.428,97.0,93.0,230.2,278.4,43.7,0.1,,,,,,109.0,,,271.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,1685707264.0,1.0,20.1,20.4,15.4,0.74,1015.3,1.9,4.3,61.0,0.0,1685701504.0,1685752960.0,0.375,,,0.0,1.0,0.01,23206.8,1.0,,,,,0.0,2.241,0.0,,,,,,,,,,,,,,,,,""
9247929268,"Jun 5, 2023, 11:08:26 AM",Morning Yoga,Yoga,,954,0,100.0,1,false,,,activities/9921035239.fit.gz,,,954.0,954.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,80.0,,,37.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
9371438468,"Jun 16, 2023, 4:22:18 PM",Lunch Ride,Ride,,4198,12.60,147.0,11,false,,,activities/10052260756.fit.gz,,,4198.0,3400.0,12603.5,10.238,3.707,96.0,99.0,173.0,266.0,40.8,0.5,,,,,,109.0,,,344.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.002,0.0,,,,,,,,,,,,,,,,,""
9371439450,"Jun 16, 2023, 10:58:33 PM",Evening Ride,Ride,,7339,9.05,140.0,9,false,,,activities/10052261806.fit.gz,,,7339.0,3702.0,9051.1,8.628,2.445,94.0,70.0,175.8,225.6,49.8,0.3,,,,,,102.0,,,466.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.233,294.9,,,,,,,,,,,,,,,,,""
9371439828,"Jun 17, 2023, 12:13:11 PM",Morning Ride,Ride,,4334,2.41,131.0,2,false,,,activities/10052262228.fit.gz,,,4334.0,1260.0,2413.3,7.394,1.915,33.0,26.0,238.4,251.8,43.1,0.3,,,,,,94.0,,,181.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.557,0.0,,,,,,,,,,,,,,,,,""
9371440050,"Jun 23, 2023, 1:12:48 PM",Morning Walk,Walk,,1354,1.11,111.0,2,false,,,activities/10052262521.fit.gz,,,1354.0,1186.0,1111.1,1.999,0.937,24.0,20.0,232.4,248.2,35.3,0.3,,,77.0,49.0,,89.0,,,81.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.821,0.0,,,,1476.0,,,,,,,,,,,,,""
9371440467,"Jun 23, 2023, 4:29:11 PM",Lunch Ride,Ride,,1263,5.17,150.0,7,false,,,activities/10052262917.fit.gz,,,1263.0,1234.0,5178.8,9.534,4.197,70.0,73.0,235.8,272.4,18.8,-0.1,,,,,,125.0,,,164.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.1,0.0,,,,,,,,,,,,,,,,,""
9371440878,"Jun 23, 2023, 11:41:47 PM",Evening Ride,Ride,,1173,3.56,124.0,3,false,,,activities/10052263372.fit.gz,,,1173.0,1056.0,3567.4,10.007,3.378,61.0,62.0,232.0,247.4,16.4,0.0,,,,,,106.0,,,103.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.041,0.0,,,,,,,,,,,,,,,,,""
9371442440,"Jun 26, 2023, 10:27:16 PM",Evening Run,Run,,3353,4.49,157.0,11,false,,,activities/10052264945.fit.gz,,,3353.0,3219.0,4489.4,3.34,1.395,63.0,66.0,242.2,277.0,18.0,-0.1,,,90.0,57.0,,113.0,,106.0,309.0,,,11.0,352087.0,,,,,,,,120.0,3354.0,,,0.0,,1.0,4638.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.339,0.0,,,,6384.0,,,,,,,,,,,,,""
9377530842,"Jul 2, 2023, 9:21:16 PM",Afternoon Gravel Ride,Ride,,2658,6.10,,,false,,,activities/10058730703.fit.gz,,,2658.0,1612.0,6104.7,8.258,3.787,52.0,64.0,309.0,340.0,48.6,-0.2,,,,,,,,,157.0,,29.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.297,331.4,,,,,,,,,,,,,,,,,""
9380670622,"Jul 3, 2023, 12:40:38 PM",Morning Gravel Ride,Ride,,7564,14.13,,,false,,,activities/10062061393.fit.gz,,,7564.0,3492.0,14129.8,10.926,4.046,151.0,157.0,312.0,351.4,32.8,0.0,,,,,,,,,392.0,,28.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.868,0.0,,,,,,,,,,,,,,,,,""
9390671849,"Jul 4, 2023, 8:59:01 PM",Afternoon Gravel Ride,Ride,,10456,12.70,,,false,,,activities/10072548999.fit.gz,,,10456.0,2828.0,12701.2,25.538,4.491,144.0,146.0,304.6,351.0,35.1,0.1,,,,,,,,,367.0,,32.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.215,244.6,,,,,,,,,,,,,,,,,""
9399865678,"Jul 6, 2023, 1:13:39 PM",Morning Gravel Ride,Ride,,6400,7.62,,,false,,,activities/10082243299.fit.gz,,,6400.0,2086.0,7627.5,11.848,3.657,89.0,91.0,312.6,333.0,25.1,-0.1,,,,,,,,,206.0,,34.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.192,0.0,,,,,,,,,,,,,,,,,""
9412292601,"Jul 8, 2023, 12:44:37 PM",Morning Ride,Ride,,1,0,,,false,,,activities/10095351910.fit.gz,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,325.0,325.0,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,1.0,,1688817664.0,1.0,22.2,23.8,20.3,0.89,1012.4,1.8,4.3,307.0,0.0,1688812288.0,1688863872.0,0.75,,,0.44,1.0,0.17,16630.0,1.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
9412292963,"Jul 8, 2023, 12:45:16 PM",Morning Ride,Ride,,6605,13.67,,,false,,,activities/10095352152.fit.gz,,,6605.0,2959.0,13677.7,12.932,4.622,151.0,155.0,309.0,355.6,21.2,0.0,,,,,,,,,397.0,,30.0,,,,,,,,,,,,,,0.0,,1.0,,1688817664.0,1.0,22.2,23.8,20.3,0.89,1012.4,1.8,4.3,307.0,0.0,1688812288.0,1688863872.0,0.75,,,0.44,1.0,0.17,16630.0,1.0,,,,,0.0,2.071,0.0,,,,,,,,,,,,,,,,,""
9426265353,"Jul 10, 2023, 6:20:49 PM",Afternoon Ride,Ride,,3153,6.42,,,false,,,activities/10110200869.fit.gz,,,3153.0,1345.0,6425.1,11.248,4.777,77.0,80.0,314.4,333.2,16.9,-0.1,,,,,,,,,190.0,,33.0,,,,,,,,,,,,,,0.0,,1.0,,1689011968.0,1.0,27.5,29.2,19.6,0.62,1012.3,1.5,4.1,8.0,0.2,1688985216.0,1689036544.0,0.875,,,0.93,5.0,0.31,21071.4,9.0,,,,,0.0,2.038,0.0,,,,,,,,,,,,,,,,,""
9430652413,"Jul 11, 2023, 1:08:50 PM",Morning Ride,Ride,,934,2.13,,,false,,,activities/10114808976.fit.gz,,,934.0,486.0,2132.8,9.236,4.389,14.0,32.0,326.8,347.8,30.6,-0.9,,,,,,,,,51.0,,26.0,,,,,,,,,,,,,,0.0,,1.0,,1689080448.0,1.0,23.3,24.5,18.9,0.76,1016.2,1.2,2.6,311.0,0.0,1689071744.0,1689123072.0,0.875,,,0.0,1.0,0.03,22315.5,2.0,,,,,0.0,2.284,0.0,,,,,,,,,,,,,,,,,""
9496633419,"Jul 19, 2023, 7:13:35 PM",Afternoon Ride,Ride,,73,0,,,false,,,activities/10184421902.fit.gz,,,73.0,73.0,0.0,0.0,0.0,0.0,0.0,275.2,285.0,0.0,0.0,,,,,,,,,,,25.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
9496633542,"Jul 19, 2023, 7:15:01 PM",Afternoon Ride,Ride,,5480,12.46,,,false,,,activities/10184421928.fit.gz,,,5480.0,2943.0,12460.8,9.842,4.234,105.0,100.0,267.2,306.0,29.8,0.1,,,,,,,,,304.0,,31.0,,,,,,,,,,,,,,0.0,,1.0,,1689793152.0,3.0,33.0,36.5,22.4,0.54,1019.5,2.8,6.4,310.0,0.0,1689763200.0,1689814016.0,0.125,,,0.52,5.0,0.8,35028.7,6.0,,,,,0.0,2.274,409.8,,,,,,,,,,,,,,,,,""
9496633753,"Jul 21, 2023, 11:37:04 PM",Evening Ride,Ride,,50,0,,,false,,,activities/10184421962.fit.gz,,,50.0,50.0,0.0,0.0,0.0,0.0,0.0,370.4,379.2,0.0,0.0,,,,,,,,,,,29.0,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
9496633948,"Jul 21, 2023, 11:38:03 PM",Evening Ride,Ride,,682,3.13,,,false,,,activities/10184422188.fit.gz,,,682.0,682.0,3136.3,8.714,4.599,29.0,25.0,289.0,315.4,12.0,0.2,,,,,,,,,86.0,,27.0,,,,,,,,,,,,,,0.0,,1.0,,1689980416.0,2.0,30.4,33.7,22.5,0.63,1011.4,3.4,7.2,290.0,0.0,1689936000.0,1689986688.0,0.125,,,0.51,5.0,0.55,24012.7,1.0,,,,,0.0,4.599,779.4,,,,,,,,,,,,,,,,,""
9500608684,"Jul 20, 2023, 3:02:03 AM",Night Yoga,Yoga,,1261,0,105.0,2,false,,,activities/10188646126.fit.gz,,,1261.0,1261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,80.0,,,52.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
9500665069,"Jul 22, 2023, 2:15:12 PM",Morning Gravel Ride,Ride,,3631,4.59,,,false,,,activities/10188705910.fit.gz,,,3631.0,1121.0,4592.8,10.24,4.097,50.0,51.0,317.8,332.4,36.9,0.0,,,,,,,,,129.0,,27.0,,,,,,,,,,,,,,0.0,,1.0,,1690034432.0,3.0,23.6,25.3,20.2,0.81,1013.3,3.5,6.3,285.0,0.0,1690022400.0,1690073088.0,0.125,,,0.46,5.0,0.71,19810.9,3.0,,,,,0.0,1.265,0.0,,,,,,,,,,,,,,,,,""
9501772185,"Jul 22, 2023, 3:17:37 PM",Lunch Gravel Ride,Ride,,10742,13.39,,,false,,,activities/10189879038.fit.gz,,,10742.0,3758.0,13396.1,11.446,3.565,121.0,125.0,309.0,335.4,29.3,0.0,,,,,,,,,328.0,,30.0,,,,,,,,,,,,,,0.0,,1.0,,1690038016.0,3.0,24.8,26.7,20.4,0.77,1013.3,3.8,6.7,274.0,0.0,1690022400.0,1690073088.0,0.125,,,0.57,5.0,0.83,20979.5,4.0,,,,,0.0,1.247,2608.2,,,,,,,,,,,,,,,,,""
